y_true,y_pred
155.775204,136.8679955084821
123.64581,135.5431114173604
179.052023,172.16897551227464
126.998285,139.57518170664684
143.770295,119.27625410591435
153.099936,132.18930486938427
138.586693,137.30091072369837
124.048421,128.022066527011
143.001109,145.67313518538853
135.564724,137.72561484330194
165.424542,164.17363949329155
116.458741,131.83078576637044
160.820291,160.33675007204005
127.021477,126.45397387422267
130.976741,134.34675981516722
109.779947,122.54960490779021
133.583156,134.02729230381343
127.138594,130.72267282233545
110.844249,116.87673742007888
129.391394,133.36291629297227
136.664964,140.87636748379356
141.053611,149.53848929641615
225.413883,189.85375409447818
181.935862,161.37256980691936
155.87706,169.4463955189728
124.521861,129.6570457195297
111.612226,118.24096991910612
149.672141,124.66708682607576
113.386421,130.82850142994744
138.478522,132.9879292429798
191.454009,161.45882397842408
151.759356,157.57655467025097
144.582415,135.88770502001924
199.194383,189.21196540360302
157.778394,160.11620143751773
137.648167,135.80706922199712
149.416933,158.5965140912338
134.688036,119.69496022082782
156.637781,168.20418102168418
169.47359,173.0043787905731
177.087355,163.94922783260145
138.489522,144.58457345645786
150.998391,152.59228703949444
143.872059,164.46288788519473
134.544962,149.40308386159955
158.162906,142.10238194370532
168.742864,162.006222579927
96.901254,110.61599848845074
154.414356,157.54081600336983
136.760414,144.2589396164803
178.235323,171.20635910036276
159.040022,161.13740742032675
144.319948,150.37811377035067
135.396008,139.73947610755667
172.821716,159.7368362194883
128.43221,112.22447700097294
148.347794,149.60047135418677
121.580693,120.87134772363203
173.999294,156.1592659699961
129.701953,132.11488487424774
118.781653,124.5582965004963
131.922512,142.41216950379777
151.566632,152.64368997041586
132.844566,120.27511099423731
151.081775,142.07695528726975
134.174545,129.24635677611167
141.482493,135.5382511574658
192.598321,185.59178586496418
159.052446,139.76500221706175
185.751791,174.6876166841062
152.629763,149.02039351764145
192.69365,165.69928901831912
173.589992,147.32309805430458
153.041636,157.04950427167722
112.790986,133.72874318890825
187.923029,179.01051600361455
142.986507,140.24182512649705
110.963916,132.88516601542452
141.641479,135.8354275602074
165.210453,137.47118780440712
98.2832,118.18382366193865
134.240011,134.3671016119416
148.711613,141.06494305313095
158.814774,158.17339734808604
147.160487,140.71878589750534
147.82961,155.94541377986386
180.471157,172.4933029740703
158.298771,159.8343850494407
122.3204,131.72530604328495
130.818441,138.95879609921911
168.703519,161.7230591633422
194.675283,176.5988300098906
141.057172,129.74199840435327
153.42246,139.6618233004111
131.985854,138.0362703463905
139.363503,142.4009483014239
129.121245,129.79755893013876
112.029962,127.26159651091609
121.124012,132.298309365843
147.165366,145.5814902562832
135.911341,130.8970807708436
144.784022,155.6246707780872
154.843412,141.95515186435824
130.773201,125.92634569836885
124.487692,134.13388238160388
128.852944,133.3655000845165
130.158219,135.12790735092418
121.482374,136.70492546324152
164.313743,163.9414729466989
118.476468,126.2256889034915
136.948025,147.8934380306766
130.480645,130.15410220592318
121.54532,126.40591283785142
128.414645,137.31469861493412
152.265469,139.80573305204553
139.712011,127.2104185965619
170.648613,149.15514828527856
133.126537,141.85908857061565
135.045494,132.83057670184454
203.732706,168.84267136052375
106.693541,119.37050656402462
136.642434,131.6960062757961
179.194086,166.4376559568977
185.402319,174.21882365673378
152.297587,160.33497824927636
150.426067,152.05314857000167
203.028468,163.9617194910694
116.771074,120.99846960034643
125.65067,120.63809114940224
119.708128,142.6835275703054
140.524346,151.0884682281779
124.615442,145.57348248169657
173.436245,159.20004860560385
130.719169,134.76082564411496
106.175706,141.84260736237235
131.682477,123.62112989672595
179.727125,159.87394350693805
122.745037,138.78861246642018
142.905385,131.8612575953889
107.401397,127.0617775709702
162.95255,155.66156198320772
127.387591,148.361922050603
194.0406,177.02304391319146
151.330618,145.33461921088548
127.706965,121.57575643159429
125.244514,137.6576350297227
139.536733,151.55911236826188
105.020449,125.12033530592234
107.224936,124.32195831688774
166.190016,160.62611857023904
134.959825,136.69845119893193
155.771214,170.48337147425437
132.029839,128.03116689744908
136.116076,155.18065086245753
136.519059,139.56075729039625
167.776543,151.01884502207895
113.51782,136.79479870588324
140.841682,138.15000265184
173.206038,156.86813598339208
198.836413,167.6894187791231
133.667597,129.89077678660283
137.741162,133.91906407709135
148.116188,130.38277565764352
127.845275,138.95309825603954
170.199875,178.64409415252146
167.415438,164.23227609135148
175.249614,181.6778753324201
184.516947,159.02179445149727
119.449952,129.54915199223007
122.523003,130.29363657220466
172.114066,141.63245541387963
137.019615,159.3639673303677
125.55018,111.85780258834863
116.601689,128.54173572302435
176.233289,151.36726006218265
110.775019,129.64887587023867
105.219867,121.67342047176321
153.192398,155.8925033342637
139.154641,131.7851048327479
123.618484,127.39138908073296
167.940216,157.93323503435514
123.690005,126.06726443778683
185.112735,173.67294826721675
144.218166,130.98927312268322
136.551085,153.1585474701294
157.125423,162.08005274753205
171.519427,156.54969188513226
168.35803,169.80500260718196
151.593998,145.25575183246102
133.307825,139.56702531196797
176.292889,164.22375579065348
133.415695,137.6703918585685
120.251302,135.3659374899403
187.278995,180.79383472537353
142.030621,156.48590104304623
100.724212,118.67106500989941
127.782479,124.33733395059885
131.431771,122.1696358363448
185.868657,174.90415002458423
122.407017,121.01408520700687
168.857642,157.19499182318012
155.038059,144.53955671341217
127.871087,130.36983457685417
157.950292,134.51378708876155
115.425838,125.87110585325041
119.815317,129.3489382520865
183.255159,164.20750196358242
153.60066,158.45715301867043
138.325289,125.76842585018427
106.886748,131.75973367165997
157.725541,139.5680721894561
186.31524,159.9494226144531
140.247781,132.27238827218736
161.752058,154.23782097140577
133.307227,126.21739984225377
128.770996,128.54921012277882
114.226275,128.65654855952016
134.210808,140.47339108424362
147.916685,150.2312362374805
135.034564,141.54637946432993
131.568044,134.6113761154557
153.86082,148.0347810848276
129.499086,132.35144259514732
126.422264,127.80197194222156
139.432085,136.8656694026027
196.190354,187.96677355917134
